host_response_rate,host_acceptance_rate,host_listings_count,latitude,longitude,city,zipcode,state,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
,,2.00,48.8824,2.33686,Paris,75018,Île-de-France,4,Entire home/apt,1,1,1,100 ,30,300,5,730,22
50%,,1.00,48.87061,2.36778,Paris,75010,Île-de-France,5,Entire home/apt,3,2,3,120 ,100,300,4,21,2
,,1.00,48.87173,2.36553,Paris,75010,Île-de-France,2,Entire home/apt,0,1.5,1,65 ,29,200,4,365,110
100%,,2.00,48.82877,2.34918,Paris,75013,Île-de-France,2,Entire home/apt,1,1,2,75 ,30,200,2,7,141
100%,,3.00,48.85855,2.28978,Paris,75015,Île-de-France,2,Entire home/apt,0,1,1,140 ,,350,90,1125,40
100%,,1.00,48.86636,2.36184,Paris,75003,Île-de-France,4,Entire home/apt,1,1,1,219 ,40,1000,3,65,30
,,1.00,48.88222,2.34465,Paris,75009,Île-de-France,4,Entire home/apt,2,1,2,95 ,40,250,6,25,9
100%,,1.00,48.87488,2.36509,Paris,75010,Île-de-France,3,Entire home/apt,2,1,2,120 ,60,500,4,20,94
100%,,1.00,48.87065,2.37263,Paris,75010,Île-de-France,4,Entire home/apt,3,2.5,3,180 ,,300,2,730,2
76%,,5.00,48.87439,2.38476,Paris,75019,Île-de-France,6,Private room,1,1,2,40 ,20,,1,365,17
100%,,1.00,48.86421,2.34815,Paris,75002,Île-de-France,4,Entire home/apt,1,1,2,100 ,40,200,1,30,49
80%,,2.00,48.8876,2.32288,Paris,75017,Île-de-France,4,Entire home/apt,2,1,2,55 ,35,,5,10,3
90%,,2.00,48.85509,2.32809,Paris,75007,Île-de-France,2,Entire home/apt,1,1,1,88 ,20,100,7,240,188
100%,,1.00,48.85289,2.34524,Paris,75005,Île-de-France,2,Entire home/apt,1,1,0,128 ,,300,7,31,69
100%,,2.00,48.88183,2.3651,Paris,75010,Île-de-France,4,Entire home/apt,1,1,3,80 ,50,250,4,180,169
100%,,1.00,48.87562,2.38597,Paris,75019,Île-de-France,2,Entire home/apt,1,1,1,65 ,25,0,5,20,35
76%,,5.00,48.87442,2.3834,Paris,75019,Île-de-France,6,Private room,1,1,1,40 ,20,,1,365,18
76%,,5.00,48.8746,2.38487,Paris,75019,Île-de-France,6,Private room,1,1,1,40 ,20,,1,365,10
,,1.00,48.88575,2.35228,Paris,75018,Île-de-France,6,Entire home/apt,1,1,3,70 ,,,10,120,6
100%,,1.00,48.88436,2.35258,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,80 ,30,1000,7,180,1
,,1.00,48.86311,2.38591,Paris,75011,Île-de-France,2,Private room,1,1,1,89 ,,,2,730,1
90%,,1.00,48.87252,2.38956,Paris,75020,Île-de-France,3,Entire home/apt,1,1,2,50 ,,200,5,30,4
65%,,93.00,48.85522,2.36382,Paris,75004,Île-de-France,6,Entire home/apt,2,1,4,230 ,90,900,2,25,98
100%,,2.00,48.85866,2.40049,Paris,75020,Île-de-France,2,Private room,1,1,1,39 ,,,5,30,66
,,1.00,48.87036,2.37618,Paris,75011,Île-de-France,3,Entire home/apt,1,1,2,49 ,30,150,80,365,29
100%,,9.00,48.86619,2.34482,Paris,75002,Île-de-France,2,Entire home/apt,1,1,1,65 ,20,80,1,2,3
100%,,1.00,48.87572,2.37005,Paris,75010,Île-de-France,1,Private room,1,1,1,60 ,5,350,1,4,1
90%,,1.00,48.86437,2.36318,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,89 ,,313,7,730,2
,,1.00,48.88735,2.34295,Paris,75018,Île-de-France,2,Private room,1,,1,88 ,,268,15,15,0
88%,,2.00,48.87373,2.32456,Paris,75008,Île-de-France,4,Entire home/apt,1,1,2,59 ,29,300,1,35,588
76%,,5.00,48.87497,2.38483,Paris,75019,Île-de-France,6,Private room,1,1,1,40 ,20,,1,730,18
100%,,1.00,48.87174,2.36353,Paris,75010,Île-de-France,3,Entire home/apt,2,1,2,85 ,45,400,5,30,54
100%,,1.00,48.8614,2.3643,Paris,75003,Île-de-France,4,Entire home/apt,1,1,1,69 ,25,0,3,25,65
100%,,1.00,48.86623,2.36213,Paris,75003,Île-de-France,2,Entire home/apt,0,1,2,89 ,15,,2,365,72
80%,,1.00,48.87641,2.36748,Paris,75010,Île-de-France,4,Entire home/apt,2,1,2,160 ,40,500,2,60,71
100%,,2.00,48.87893,2.3472,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,100 ,50,500,7,60,4
,,1.00,48.87906,2.3887,Paris,75019,Île-de-France,2,Entire home/apt,1,,1,70 ,40,,300,1125,2
100%,,1.00,48.88889,2.35566,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,65 ,20,300,3,8,72
100%,,1.00,48.84884,2.27446,Paris,75016,Île-de-France,1,Entire home/apt,1,0.5,1,25 ,40,540,30,305,8
100%,,2.00,48.85835,2.36437,Paris,75003,Île-de-France,3,Entire home/apt,1,1,2,120 ,50,200,5,1125,123
100%,,3.00,48.88094,2.29474,Paris,75017,Île-de-France,1,Private room,0,0.5,1,59 ,20,250,10,365,36
50%,,1.00,48.88702,2.37735,Paris,75019,Île-de-France,2,Private room,1,1,1,38 ,40,,1,360,6
,,1.00,48.86756,2.40265,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,35 ,30,200,20,1125,12
100%,,1.00,48.8758,2.32622,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,60 ,20,300,3,30,251
100%,,1.00,48.82425,2.36236,Paris,75013,Île-de-France,3,Entire home/apt,1,1,2,70 ,,300,7,45,8
,,2.00,48.88801,2.34548,Paris,75018,Île-de-France,3,Entire home/apt,1,1,1,85 ,20,400,4,365,14
,,1.00,48.88242,2.32243,Paris,75017,Île-de-France,2,Entire home/apt,1,1,2,55 ,30,300,4,45,11
90%,,1.00,48.88228,2.35047,Paris,75009,Île-de-France,2,Entire home/apt,1,1.5,0,60 ,35,500,30,305,27
100%,,1.00,48.88495,2.33809,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,85 ,,200,3,30,119
58%,,1.00,48.88517,2.36317,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,60 ,20,400,1,20,27
100%,,1.00,48.85663,2.36039,Paris,75004,Île-de-France,4,Entire home/apt,2,1,2,130 ,40,100,3,30,20
100%,,1.00,48.85063,2.29867,Paris,75015,Île-de-France,2,Entire home/apt,1,1,1,150 ,0,300,2,21,45
100%,,1.00,48.85021,2.34857,Paris,75005,Île-de-France,4,Entire home/apt,2,1,2,150 ,80,,5,21,155
100%,,1.00,48.89623,2.34614,Paris,75018,,2,Entire home/apt,1,1,2,56 ,25,150,5,150,2
100%,,1.00,48.86654,2.40583,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,69 ,35,300,1,40,48
100%,,3.00,48.85887,2.39049,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,100 ,40,100,4,70,25
,,1.00,48.85409,2.37202,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,80 ,,600,4,21,0
,,1.00,48.85966,2.36572,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,79 ,25,463,2,30,34
100%,,4.00,48.84322,2.31418,Paris,75015,Île-de-France,5,Entire home/apt,1,1,3,88 ,50,0,4,365,134
,,1.00,48.86713,2.34748,Paris,75002,Île-de-France,2,Entire home/apt,1,1,1,90 ,40,300,2,1125,142
80%,,1.00,48.84531,2.32137,Paris,75006,Île-de-France,2,Entire home/apt,0,1,1,86 ,50,100,5,31,110
100%,,47.00,48.85778,2.35886,Paris,75004,Île-de-France,6,Entire home/apt,2,2,5,220 ,100,200,90,365,20
90%,,1.00,48.86767,2.35799,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,59 ,35,,1,1125,126
100%,,1.00,48.85887,2.37041,Paris,75011,Île-de-France,4,Entire home/apt,2,2,2,130 ,45,1000,3,14,128
100%,,3.00,48.87957,2.29519,Paris,75017,Île-de-France,1,Private room,1,1,1,74 ,20,200,3,730,83
,,1.00,48.8746,2.31328,Paris,75008,Île-de-France,3,Entire home/apt,1,1,1,300 ,60,500,3,7,1
100%,,2.00,48.8255,2.3741,Paris,75013,Île-de-France,2,Private room,1,1,1,140 ,,,1,30,1
100%,,1.00,48.89305,2.33109,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,30 ,50,1200,3,1125,26
100%,,2.00,48.86678,2.39839,Paris,75020,Île-de-France,2,Entire home/apt,2,1,2,85 ,10,250,5,1125,10
100%,,1.00,48.89318,2.35261,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,75 ,60,250,3,30,205
100%,,1.00,48.89309,2.37777,Paris,75019,Île-de-France,2,Private room,1,0,1,65 ,10,0,4,365,170
,,1.00,48.86051,2.30585,Paris,75007,Île-de-France,2,Entire home/apt,1,1.5,1,94 ,25,650,4,45,16
,,1.00,48.87449,2.36437,Paris,75010,Île-de-France,6,Entire home/apt,4,2,4,190 ,60,700,3,30,12
100%,,2.00,48.87038,2.35406,Paris,75010,Île-de-France,2,Private room,1,1,1,30 ,20,100,3,7,100
,,1.00,48.87377,2.36379,Paris,75010,Île-de-France,2,Private room,1,1,1,50 ,10,100,1,730,31
,,1.00,48.86322,2.36255,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,150 ,,,1,730,0
100%,,1.00,48.84927,2.35354,Paris,75005,Île-de-France,2,Entire home/apt,0,1,1,76 ,,150,3,90,366
,,1.00,48.82592,2.34464,Paris,75013,Île-de-France,6,Entire home/apt,2,1.5,5,90 ,50,950,270,1825,4
100%,,1.00,48.89048,2.34864,Paris,75018,Île-de-France,2,Private room,1,1,1,55 ,30,100,3,30,135
,,1.00,48.82862,2.32976,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,40 ,,200,2,15,22
100%,,2.00,48.85921,2.34917,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,105 ,38,300,2,90,322
100%,,2.00,48.86188,2.35846,Paris,75003,Île-de-France,2,Entire home/apt,0,1,0,95 ,30,300,2,90,404
80%,,1.00,48.82699,2.37108,Paris,75013,Île-de-France,4,Entire home/apt,1,1.5,2,45 ,10,200,2,365,38
80%,,2.00,48.88241,2.3413,Paris,75018,Île-de-France,4,Entire home/apt,2,2.5,2,300 ,36,1500,2,14,20
100%,,47.00,48.86721,2.34344,Paris,75002,Île-de-France,3,Entire home/apt,1,1,2,190 ,90,200,90,365,6
100%,,3.00,48.85874,2.3062,Paris,75007,Île-de-France,3,Entire home/apt,2,1,2,300 ,75,500,3,120,151
100%,,1.00,48.83663,2.39469,Paris,75012,Île-de-France,2,Entire home/apt,1,1,1,55 ,,200,3,30,1
100%,,2.00,48.86349,2.29162,Paris,75116,Île-de-France,2,Entire home/apt,1,1,1,76 ,117,0,90,365,166
65%,,93.00,48.85129,2.27589,Paris,75016,Île-de-France,4,Entire home/apt,2,1,3,225 ,80,500,30,1125,2
,,1.00,48.86747,2.37064,Paris,75011,Île-de-France,6,Entire home/apt,3,1,4,160 ,50,500,4,31,80
100%,,2.00,48.89046,2.34247,Paris,75018,Île-de-France,3,Entire home/apt,1,1,2,99 ,20,,15,365,232
100%,,6.00,48.84499,2.29425,Paris,75015,Île-de-France,6,Entire home/apt,2,2,2,172 ,100,300,3,365,111
100%,,2.00,48.84714,2.38744,Paris,75012,Île-de-France,2,Private room,1,1,1,85 ,25,1000,1,60,88
,,1.00,48.89518,2.34291,Paris,75018,Île-de-France,2,Entire home/apt,1,,1,50 ,15,100,3,21,12
,,1.00,48.85469,2.38294,Paris,75011,Île-de-France,4,Entire home/apt,1,1,2,75 ,40,100,2,10,4
100%,,1.00,48.84973,2.34868,Paris,75005,Île-de-France,6,Entire home/apt,2,1,3,160 ,50,700,2,29,200
100%,,2.00,48.88616,2.32223,Paris,75017,Île-de-France,4,Entire home/apt,3,1,3,550 ,60,800,7,90,13
100%,,1.00,48.88462,2.33844,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,129 ,55,400,3,90,212
100%,,1.00,48.89103,2.33812,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,75 ,,500,7,150,19
100%,,1.00,48.8588,2.34887,Paris,75001,IDF,4,Entire home/apt,1,1,2,110 ,60,400,3,365,65
,,1.00,48.85048,2.40161,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,95 ,,,30,60,0
98%,,20.00,48.85697,2.35904,Paris,75004,Île-de-France,4,Entire home/apt,1,1,2,189 ,68,450,2,30,107
100%,,1.00,48.87503,2.35585,Paris,75010,Île-de-France,2,Private room,1,1,1,60 ,20,300,4,60,226
,,1.00,48.82435,2.33219,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,50 ,,,6,365,0
100%,,2.00,48.86526,2.34421,Paris,75002,Île-de-France,2,Entire home/apt,1,1.5,1,70 ,55,250,2,29,214
100%,,1.00,48.84635,2.34198,Paris,75005,Île-de-France,3,Entire home/apt,1,1,3,97 ,65,2850,365,1125,44
100%,,1.00,48.8716,2.36204,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,60 ,,250,10,365,35
,,1.00,48.86496,2.37776,Paris,75011,Île-de-France,4,Entire home/apt,2,1,2,150 ,75,1000,120,270,1
100%,,47.00,48.84934,2.33879,Paris,75006,Île-de-France,4,Entire home/apt,1,1,2,73 ,90,200,90,365,6
,,1.00,48.88126,2.32379,Paris,75008,Île-de-France,4,Entire home/apt,1,1,2,130 ,60,800,7,30,5
90%,,2.00,48.86464,2.38298,Paris,75011,Île-de-France,2,Entire home/apt,1,1,0,70 ,,200,4,60,78
100%,,2.00,48.88483,2.34387,Paris,75018,Île-de-France,2,Private room,1,1,1,65 ,15,0,3,365,246
100%,,1.00,48.88366,2.34471,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,80 ,20,300,3,40,16
100%,,1.00,48.88393,2.36726,Paris,75010,Île-de-France,2,Entire home/apt,0,1,1,85 ,40,95,2,6,239
90%,,2.00,48.86485,2.38347,Paris,75011,Île-de-France,4,Entire home/apt,1,,3,90 ,25,0,4,60,31
67%,,1.00,48.88002,2.28633,Paris,75017,Île-de-France,3,Entire home/apt,1,1,1,99 ,36,900,4,31,6
,,1.00,48.88225,2.33273,Paris,75009,IdF,2,Entire home/apt,1,1,1,179 ,55,400,2,20,34
90%,,1.00,48.85261,2.33198,Paris,75006,Île-de-France,2,Entire home/apt,1,1.5,1,230 ,,800,6,30,60
,,1.00,48.86118,2.36579,Paris,75003,Île-de-France,2,Private room,1,1,1,70 ,,,3,70,21
,,1.00,48.8471,2.27667,Paris,75016,Île-de-France,4,Entire home/apt,1,1,2,89 ,60,400,15,365,18
,,1.00,48.8899,2.34589,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,45 ,25,500,2,4,5
100%,,2.00,48.88284,2.33843,Paris,75018,Île-de-France,8,Entire home/apt,3,1,3,170 ,50,200,2,30,97
90%,,1.00,48.88221,2.34487,Paris,75009,Île-de-France,4,Entire home/apt,1,1,1,79 ,35,400,1,60,71
90%,,1.00,48.86499,2.35406,Paris,75003,Île-de-France,4,Entire home/apt,1,1,1,295 ,,1000,4,365,25
100%,,1.00,48.86074,2.35777,Paris,75003,Île-de-France,2,Entire home/apt,1,1,0,150 ,30,200,2,365,85
90%,,3.00,48.8834,2.29878,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,65 ,,200,6,365,119
,,1.00,48.87151,2.38956,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,100 ,20,300,5,31,95
100%,,1.00,48.83059,2.32499,Paris,75014,Île-de-France,2,Private room,1,1,1,95 ,,,1,365,120
100%,,2.00,48.86282,2.36638,Paris,75003,Île-de-France,5,Entire home/apt,2,1,3,152 ,,179,6,365,172
,,1.00,48.89148,2.38165,Paris,75019,Île-de-France,1,Private room,1,1,1,35 ,,200,4,1125,16
100%,,3.00,48.84725,2.34744,Paris,75005,Île-de-France,4,Entire home/apt,1,1,4,85 ,59,150,3,365,160
,,64.00,48.86088,2.3489,Paris,75001,Île-de-France,4,Entire home/apt,1,1,2,130 ,30,400,1,10,38
,,1.00,48.88526,2.31987,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,96 ,40,1000,6,90,1
100%,,1.00,48.87447,2.28254,Paris,75116,Île-de-France,2,Entire home/apt,1,1.5,0,225 ,60,500,5,90,22
100%,,1.00,48.88785,2.35215,Paris,75018,Île-de-France,5,Entire home/apt,1,1,3,95 ,50,250,3,31,46
96%,,4.00,48.86913,2.35184,Paris,75002,Île-de-France,2,Private room,1,1,1,55 ,,,1,365,564
100%,,4.00,48.88361,2.34992,Paris,75018,Île-de-France,4,Entire home/apt,2,2,2,125 ,,500,3,1125,35
96%,,4.00,48.86923,2.35238,Paris,75002,Île-de-France,5,Entire home/apt,2,1,3,98 ,15,0,2,760,8
,,2.00,48.87252,2.32433,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,125 ,,758,4,500,57
100%,,2.00,48.87148,2.37028,Paris,75010,Île-de-France,6,Entire home/apt,3,1,4,115 ,50,500,7,30,6
90%,,1.00,48.87338,2.35094,Paris,75010,Île-de-France,4,Entire home/apt,1,1,1,98 ,60,400,4,60,110
,,1.00,48.84837,2.40296,Paris,75020,Île-de-France,3,Entire home/apt,1,1,2,73 ,40,100,5,365,13
,,2.00,48.86457,2.30115,Paris,75116,Île-de-France,2,Entire home/apt,1,1,1,143 ,,730,4,572,37
0%,,1.00,48.82709,2.31464,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,110 ,35,350,2,90,2
,,1.00,48.86758,2.37069,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,120 ,60,900,4,1125,30
,,1.00,48.84899,2.37928,Paris,75012,Île-de-France,2,Entire home/apt,1,,1,200 ,50,500,7,150,5
100%,,1.00,48.87323,2.4045,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,59 ,30,700,4,30,58
100%,,2.00,48.86857,2.36975,Paris,75010,Île-de-France,5,Entire home/apt,2,1,3,80 ,40,150,4,30,47
89%,,1.00,48.87457,2.36063,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,80 ,40,200,3,31,24
,,1.00,48.86,2.37921,Paris,75011,Île-de-France,2,Entire home/apt,1,1.5,1,45 ,,600,7,24,0
60%,,2.00,48.85969,2.36487,Paris,75003,Île-de-France,5,Entire home/apt,3,2,3,170 ,,400,2,365,23
100%,,1.00,48.85412,2.37444,Paris,75011,Île-de-France,4,Entire home/apt,2,2,4,200 ,70,0,7,40,30
,,1.00,48.88229,2.38025,Paris,75019,Île-de-France,4,Entire home/apt,1,1,3,98 ,39,95,2,13,26
100%,,1.00,48.86673,2.33517,Paris,75002,Île-de-France,1,Private room,1,2,0,55 ,15,,1,760,375
100%,,1.00,48.88593,2.33382,Paris,75018,Île-de-France,1,Entire home/apt,1,1,1,59 ,39,600,3,120,147
94%,,5.00,48.87421,2.34846,Paris,75009,Île-de-France,2,Private room,1,1,1,105 ,20,100,2,365,23
,,1.00,48.87968,2.37878,Paris,75019,Île-de-France,5,Entire home/apt,1,1,4,95 ,70,300,1,60,176
100%,,1.00,48.85812,2.34965,Paris,75004,Île-de-France,4,Entire home/apt,1,,1,105 ,90,500,5,365,31
,,1.00,48.86447,2.37561,Paris,75011,Île-de-France,2,Entire home/apt,1,1,2,90 ,0,500,14,365,9
100%,,1.00,48.86513,2.33327,Paris,75001,Île-de-France,4,Entire home/apt,1,1,1,150 ,100,500,1,365,3
100%,,1.00,48.87343,2.39022,Paris,75020,Île-de-France,8,Entire home/apt,3,1,4,149 ,50,700,4,60,20
50%,,1.00,48.84275,2.35257,Paris,75005,Île-de-France,3,Entire home/apt,1,1,1,120 ,80,300,4,365,28
100%,,1.00,48.86337,2.34137,Paris,75001,Île-de-France,6,Entire home/apt,2,1,0,175 ,50,1000,2,120,252
100%,,0.00,48.87067,2.36195,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,79 ,15,300,2,10,109
100%,,1.00,48.88341,2.34997,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,50 ,10,300,20,1125,20
100%,,2.00,48.85131,2.38344,Paris,75011,Île-de-France,3,Entire home/apt,1,1.5,1,126 ,40,400,4,1125,45
100%,,1.00,48.87541,2.32621,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,120 ,40,400,3,60,105
,,2.00,48.83288,2.29451,Paris,75015,Île-de-France,4,Entire home/apt,2,1,3,170 ,200,700,7,365,7
,,1.00,48.86459,2.35958,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,115 ,40,400,3,31,254
,,2.00,48.83422,2.29446,Paris,75015,Île-de-France,4,Entire home/apt,2,,3,170 ,220,700,7,120,0
100%,,1.00,48.85196,2.35402,"Paris, 4th arrondissement",75004,Île-de-France,2,Entire home/apt,1,1,1,65 ,,,4,365,137
100%,,1.00,48.84897,2.41614,Saint-Mandé,94160,Île-de-France,2,Entire home/apt,1,1,1,60 ,20,250,2,365,27
89%,,2.00,48.84119,2.32999,Paris,75006,Île-de-France,4,Entire home/apt,1,1,1,127 ,25,,15,60,39
100%,,1.00,48.88688,2.33241,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,115 ,50,600,2,14,86
100%,,1.00,48.87249,2.36984,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,45 ,20,500,4,60,93
,,1.00,48.86515,2.3843,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,72 ,,150,1,40,1
,,1.00,48.88743,2.3764,Paris,75019,Île-de-France,3,Entire home/apt,1,1,1,60 ,40,75,3,365,12
100%,,1.00,48.87307,2.31402,Paris,75008,Île-de-France,9,Entire home/apt,3,4.5,5,600 ,150,1000,3,30,27
67%,,1.00,48.87598,2.38562,Paris,75019,Île-de-France,4,Entire home/apt,3,1,3,150 ,40,600,5,60,5
100%,,1.00,48.86108,2.28612,Paris,,Île-de-France,2,Entire home/apt,1,1,1,120 ,50,500,7,30,16
100%,,1.00,48.89173,2.34411,Paris,75018,Île-de-France,4,Entire home/apt,2,,,150 ,20,,2,365,99
80%,,1.00,48.84469,2.32242,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,95 ,80,400,3,365,53
80%,,3.00,48.84953,2.33907,Paris,75006,Île-de-France,3,Entire home/apt,1,1,2,125 ,50,500,3,1125,92
88%,,1.00,48.85212,2.35664,Paris,75004,Île-de-France,2,Entire home/apt,1,1,1,95 ,50,800,7,90,24
,,1.00,48.8858,2.33878,Paris,75018,Île-de-France,2,Entire home/apt,,1,1,90 ,,500,2,14,0
100%,,1.00,48.86708,2.32584,Paris,75001,Île-de-France,2,Entire home/apt,1,1,1,89 ,30,300,4,60,28
100%,,2.00,48.84105,2.34241,Paris,75005,Île-de-France,4,Entire home/apt,2,1.5,2,147 ,,300,5,30,13
,,1.00,48.88769,2.3496,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,50 ,35,,3,90,6
100%,,1.00,48.86562,2.33562,Paris,75001,Île-de-France,4,Entire home/apt,2,1,2,365 ,85,700,4,45,35
,,1.00,48.86472,2.36362,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,140 ,40,400,3,1125,10
100%,,1.00,48.86624,2.34518,Paris,75002,Île-de-France,2,Entire home/apt,1,1,1,130 ,49,81,3,365,52
100%,,2.00,48.85653,2.35918,Paris,75004,Île-de-France,2,Entire home/apt,1,1,1,82 ,50,100,4,1125,184
,,1.00,48.88595,2.34881,Paris,75018,Île-de-France,6,Entire home/apt,2,1.5,4,90 ,100,500,3,60,42
100%,,1.00,48.88741,2.33577,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,90 ,0,250,6,180,99
100%,,1.00,48.861,2.3585,Paris,75003,Île-de-France,2,Entire home/apt,1,,1,88 ,,150,30,365,108
100%,,1.00,48.86287,2.37411,Paris,75011,Île-de-France,3,Private room,1,1,1,59 ,25,150,3,25,185
,,1.00,48.86711,2.35197,Paris,75002,Île-de-France,4,Entire home/apt,2,1.5,2,190 ,,600,5,365,1
,,1.00,48.87732,2.35306,Paris,75010,Île-de-France,4,Entire home/apt,2,2,2,230 ,,500,2,180,16
100%,,1.00,48.8579,2.28725,Paris,75116,Île-de-France,2,Entire home/apt,1,1,1,200 ,50,250,4,15,139
100%,,2.00,48.8597,2.2882,Paris,75116,Île-de-France,4,Entire home/apt,2,3,2,1000 ,75,750,365,365,0
100%,,1.00,48.84643,2.35035,Paris,75005,Île-de-France,5,Entire home/apt,2,1,5,147 ,,150,2,60,311
,,1.00,48.8736,2.37785,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,70 ,,150,7,1124,37
,,1.00,48.88668,2.33343,Paris,75018,Île-de-France,2,Entire home/apt,1,1,0,50 ,20,200,2,1125,2
100%,,3.00,48.84634,2.40766,Paris,75012,Île-de-France,1,Private room,1,,1,45 ,20,500,4,8,38
,,1.00,48.86801,2.34594,Paris,75002,Île-de-France,5,Entire home/apt,3,2,5,250 ,100,1000,2,30,25
100%,,2.00,48.86197,2.36168,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,180 ,70,500,28,90,30
100%,,1.00,48.85528,2.37638,Paris,75011,Île-de-France,3,Entire home/apt,1,1,2,95 ,20,200,3,30,2
,,1.00,48.88953,2.32685,Paris,75018,Île-de-France,3,Entire home/apt,1,1,1,80 ,30,200,6,15,1
,,1.00,48.85657,2.36834,Paris,75003,Île-de-France,2,Entire home/apt,1,,1,60 ,,300,2,10,30
65%,,93.00,48.87472,2.29586,Paris,75008,Île-de-France,4,Entire home/apt,1,1,3,190 ,80,900,2,26,18
100%,,1.00,48.86866,2.36651,Paris,75010,Île-de-France,4,Entire home/apt,1,1.5,0,58 ,20,,20,40,77
65%,,93.00,48.87214,2.30742,Paris,75008,Île-de-France,5,Entire home/apt,1,1,1,215 ,75,800,5,365,10
100%,,3.00,48.84697,2.40827,Paris,75012,Île-de-France,4,Entire home/apt,2,1,1,90 ,50,800,5,21,39
65%,,93.00,48.84737,2.34097,Paris,75005,Île-de-France,4,Entire home/apt,1,1,1,155 ,70,990,2,60,25
65%,,93.00,48.85715,2.33428,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,125 ,50,500,30,365,2
,,1.00,48.886,2.38629,Paris,75019,Île-de-France,1,Private room,1,1,1,57 ,,,3,13,0
100%,,1.00,48.86377,2.3483,Paris,75001,Île-de-France,4,Entire home/apt,1,1,1,129 ,80,200,9,300,131
,,1.00,48.87264,2.40765,Paris,75020,Île-de-France,2,Private room,1,0.5,1,175 ,25,,2,15,0
,,1.00,48.87377,2.38076,Paris,75019,Île-de-France,5,Entire home/apt,3,1.5,3,80 ,30,385,1,365,6
100%,,2.00,48.87326,2.38609,Paris,75020,Île-de-France,1,Private room,1,1,1,38 ,,,10,60,59
100%,,1.00,48.87665,2.30577,Paris,75008,Île-de-France,3,Entire home/apt,2,1,1,300 ,60,,4,10,4
80%,,9.00,48.85837,2.36019,Paris,75004,Île-de-France,2,Entire home/apt,1,1,1,119 ,45,250,2,1125,165
,,1.00,48.89295,2.31599,Paris,75017,Île-de-France,4,Entire home/apt,4,2.5,5,100 ,100,,5,15,5
,,1.00,48.87577,2.34198,Paris,75009,Île-de-France,4,Entire home/apt,1,1,1,92 ,40,200,3,365,86
100%,,1.00,48.89086,2.35391,Paris,75018,Île-de-France,4,Entire home/apt,1,1,1,74 ,25,150,1,999,121
,,1.00,48.85088,2.38272,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,55 ,30,,3,1125,5
0%,,1.00,48.84181,2.33009,Paris,75006,Île-de-France,3,Entire home/apt,1,,1,95 ,20,,3,12,2
100%,,1.00,48.85745,2.35185,Paris,75004,Île-de-France,2,Private room,1,1,1,145 ,35,150,4,10,95
